"Warengruppe_1","Warengruppe_2","Warengruppe_3","Warengruppe_4","Warengruppe_5","Warengruppe_6","Umsatz","KielerWoche","Bewoelkung_0","Bewoelkung_1","Bewoelkung_2","Bewoelkung_3","Bewoelkung_4","Bewoelkung_5","Bewoelkung_6","Bewoelkung_7","Bewoelkung_8","Temperatur","Windgeschwindigkeit","Day","Month_01","Month_02","Month_03","Month_04","Month_05","Month_06","Month_07","Month_08","Month_09","Month_10","Month_11","Month_12","DayOfWeek_1","DayOfWeek_2","DayOfWeek_3","DayOfWeek_4","DayOfWeek_5","DayOfWeek_6","DayOfWeek_7"
0,1,0,0,0,0,433.411475491698,0,0,0,0,0,0,0,0,0,1,8.8875,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,1,70.1309361215906,0,0,0,0,0,0,0,0,0,1,8.8875,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,0,60.8349248921595,0,0,0,0,0,0,0,0,0,1,8.8875,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,149.172348030766,0,0,0,0,0,0,0,0,0,1,8.8875,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,225.660926756768,0,0,0,0,0,0,0,0,0,1,8.8875,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,97.4532740046654,0,0,0,0,0,0,0,1,0,0,10.7,15,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,170.032963538546,0,0,0,0,0,0,0,1,0,0,10.7,15,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,128.473076323971,0,0,0,0,0,0,0,1,0,0,10.7,15,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,549.620047848044,0,0,0,0,0,0,0,1,0,0,10.7,15,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,1,0,250.834570281876,0,0,0,0,0,0,0,1,0,0,10.7,15,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,1,34.2580409055977,0,0,0,0,0,0,0,1,0,0,10.7,15,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,127.268329765293,0,0,0,0,0,0,0,0,1,0,6.8375,7,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,1,0,243.480688862574,0,0,0,0,0,0,0,0,1,0,6.8375,7,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,269.386056106044,0,0,0,0,0,0,0,0,1,0,6.8375,7,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,1,17.8744198764574,0,0,0,0,0,0,0,0,1,0,6.8375,7,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,0,0,0,137.864260444157,0,0,0,0,0,0,0,0,1,0,6.8375,7,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,247.501683917765,0,0,0,0,0,1,0,0,0,0,8.9,12,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,1,0,0,0,103.887044199963,0,0,0,0,0,1,0,0,0,0,8.9,12,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,1,0,0,74.2946461688414,0,0,0,0,0,1,0,0,0,0,8.9,12,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,103.700267261952,0,0,0,0,0,1,0,0,0,0,8.9,12,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,1,0,189.316339883043,0,0,0,0,0,1,0,0,0,0,8.9,12,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,1,41.7139880995306,0,0,0,0,0,1,0,0,0,0,8.9,12,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,1,0,193.037644420427,0,0,0,0,0,1,0,0,0,0,8.1375,12,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,1,50.5185888728345,0,0,0,0,0,1,0,0,0,0,8.1375,12,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,0,0,0,273.952220004938,0,0,0,0,0,1,0,0,0,0,8.1375,12,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,0,0,79.0889861643745,0,0,0,0,0,1,0,0,0,0,8.1375,12,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,0,109.097001107423,0,0,0,0,0,1,0,0,0,0,8.1375,12,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,1,0,0,64.0286940032467,0,0,0,0,0,1,0,0,0,0,8.1375,12,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,0,118.470603286455,0,0,0,0,0,0,0,1,0,0,9.5,10,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1,0,0,0,122.745430561521,0,0,0,0,0,0,0,1,0,0,9.5,10,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,67.2858927962349,0,0,0,0,0,0,0,1,0,0,9.5,10,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1,0,225.684071441743,0,0,0,0,0,0,0,1,0,0,9.5,10,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,0,0,0,276.67098423661,0,0,0,0,0,0,0,1,0,0,9.5,10,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,1,50.2266196683466,0,0,0,0,0,0,0,1,0,0,9.5,10,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0,0,132.796244239256,0,0,0,0,1,0,0,0,0,0,9.325,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,0,208.931884105255,0,0,0,0,1,0,0,0,0,0,9.325,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,1,53.5192500112591,0,0,0,0,1,0,0,0,0,0,9.325,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,0,65.3154182108296,0,0,0,0,1,0,0,0,0,0,9.325,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,270.935184532938,0,0,0,0,1,0,0,0,0,0,9.325,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,0,0,101.771889831401,0,0,0,0,1,0,0,0,0,0,9.325,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,0,0,136.287645125254,0,0,0,0,0,0,1,0,0,0,7.7,16,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,0,0,0,0,391.257430539666,0,0,0,0,0,0,1,0,0,0,7.7,16,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,1,51.1297514715512,0,0,0,0,0,0,1,0,0,0,7.7,16,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,0,63.0232472685735,0,0,0,0,0,0,1,0,0,0,7.7,16,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,99.9317959514759,0,0,0,0,0,0,1,0,0,0,7.7,16,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,221.231762690697,0,0,0,0,0,0,1,0,0,0,7.7,16,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,108.561660295105,0,0,0,1,0,0,0,0,0,0,6.9875,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,190.963900511964,0,0,0,1,0,0,0,0,0,0,6.9875,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,176.522124121548,0,0,0,1,0,0,0,0,0,0,6.9875,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,554.358848899602,0,0,0,1,0,0,0,0,0,0,6.9875,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,1,0,338.893723228729,0,0,0,1,0,0,0,0,0,0,6.9875,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,1,39.7377803974395,0,0,0,1,0,0,0,0,0,0,6.9875,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,120.162641671644,0,0,0,1,0,0,0,0,0,0,8.3125,5,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,1,0,0,76.1706634927456,0,0,0,1,0,0,0,0,0,0,8.3125,5,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,277.910909861899,0,0,0,1,0,0,0,0,0,0,8.3125,5,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,1,0,242.681615020156,0,0,0,1,0,0,0,0,0,0,8.3125,5,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,1,62.3605448128483,0,0,0,1,0,0,0,0,0,0,8.3125,5,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,0,0,0,124.580485617569,0,0,0,1,0,0,0,0,0,0,8.3125,5,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,0,0,0,111.970870543294,0,0,0,0,0,0,0,0,1,0,5.9375,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,0,0,257.306498146673,0,0,0,0,0,0,0,0,1,0,5.9375,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,1,0,0,49.0155893982333,0,0,0,0,0,0,0,0,1,0,5.9375,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,1,0,0,0,107.253206740507,0,0,0,0,0,0,0,0,1,0,5.9375,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,1,0,196.457888917276,0,0,0,0,0,0,0,0,1,0,5.9375,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,1,41.3570335382478,0,0,0,0,0,0,0,0,1,0,5.9375,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,1,0,0,65.8442679091616,0,0,1,0,0,0,0,0,0,0,8.8,12,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,0,0,0,253.679516784304,0,0,1,0,0,0,0,0,0,0,8.8,12,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,1,0,243.067077049956,0,0,1,0,0,0,0,0,0,0,8.8,12,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,1,65.0616903306825,0,0,1,0,0,0,0,0,0,0,8.8,12,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,0,0,119.867748504171,0,0,1,0,0,0,0,0,0,0,8.8,12,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,0,78.0382483442215,0,0,1,0,0,0,0,0,0,0,8.8,12,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,0,0,0,252.672301244525,0,0,0,0,0,0,1,0,0,0,6.9375,9,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1,0,0,0,69.8361305530764,0,0,0,0,0,0,1,0,0,0,6.9375,9,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0,0,121.180219705286,0,0,0,0,0,0,1,0,0,0,6.9375,9,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1,0,209.051190249137,0,0,0,0,0,0,1,0,0,0,6.9375,9,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,1,44.8353611437005,0,0,0,0,0,0,1,0,0,0,6.9375,9,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,57.5383042189858,0,0,0,0,0,0,1,0,0,0,6.9375,9,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,51.4925840580978,0,0,0,0,0,0,0,0,1,0,6.45,6,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,1,61.0014708202482,0,0,0,0,0,0,0,0,1,0,6.45,6,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,0,0,122.76929773359,0,0,0,0,0,0,0,0,1,0,6.45,6,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,261.631579072909,0,0,0,0,0,0,0,0,1,0,6.45,6,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,0,210.424923048355,0,0,0,0,0,0,0,0,1,0,6.45,6,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,0,0,93.6794869368266,0,0,0,0,0,0,0,0,1,0,6.45,6,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,0,0,126.793397398979,0,0,0,0,0,0,0,0,0,1,8.875,12,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,0,49.4223775237036,0,0,0,0,0,0,0,0,0,1,8.875,12,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,261.755181235489,0,0,0,0,0,0,0,0,0,1,8.875,12,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,0,0,0,0,388.456732659322,0,0,0,0,0,0,0,0,0,1,8.875,12,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,1,72.2449528103848,0,0,0,0,0,0,0,0,0,1,8.875,12,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,0,0,137.151643129665,0,0,0,0,0,0,0,0,0,1,8.875,12,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,1,37.9512648752007,0,0,0,1,0,0,0,0,0,0,8.8875,8,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,585.360633461221,0,0,0,1,0,0,0,0,0,0,8.8875,8,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,74.3945185864517,0,0,0,1,0,0,0,0,0,0,8.8875,8,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,219.230607681238,0,0,0,1,0,0,0,0,0,0,8.8875,8,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,177.087584201101,0,0,0,1,0,0,0,0,0,0,8.8875,8,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,1,0,434.514684349967,0,0,0,1,0,0,0,0,0,0,8.8875,8,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,271.38800449289,0,0,0,0,0,0,0,0,1,0,6.65,5,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,1,0,211.412460843845,0,0,0,0,0,0,0,0,1,0,6.65,5,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,1,64.8333393440256,0,0,0,0,0,0,0,0,1,0,6.65,5,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,1,0,0,0,91.0125010507372,0,0,0,0,0,0,0,0,1,0,6.65,5,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,0,0,0,129.109032642028,0,0,0,0,0,0,0,0,1,0,6.65,5,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,1,0,0,49.8879972007333,0,0,0,0,0,0,0,0,1,0,6.65,5,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,1,61.9559723571108,0,0,0,0,0,0,0,0,0,1,5.8375,8,19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,0,0,256.059323867932,0,0,0,0,0,0,0,0,0,1,5.8375,8,19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,106.906118646237,0,0,0,0,0,0,0,0,0,1,5.8375,8,19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,1,0,175.243335348158,0,0,0,0,0,0,0,0,0,1,5.8375,8,19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,1,0,0,0,82.9422221901555,0,0,0,0,0,0,0,0,0,1,5.8375,8,19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,1,0,0,54.9978272171921,0,0,0,0,0,0,0,0,0,1,5.8375,8,19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,1,0,0,0,97.7892812341537,0,0,0,0,0,0,0,1,0,0,3.85,6,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,0,0,0,254.568609014357,0,0,0,0,0,0,0,1,0,0,3.85,6,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,0,124.324612351715,0,0,0,0,0,0,0,1,0,0,3.85,6,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,1,70.0645170068576,0,0,0,0,0,0,0,1,0,0,3.85,6,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,1,0,0,78.1131998337016,0,0,0,0,0,0,0,1,0,0,3.85,6,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,1,0,189.093245051335,0,0,0,0,0,0,0,1,0,0,3.85,6,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,0,144.359927455555,0,0,0,1,0,0,0,0,0,0,3.275,8,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1,0,0,0,101.903925231963,0,0,0,1,0,0,0,0,0,0,3.275,8,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,58.3913411790683,0,0,0,1,0,0,0,0,0,0,3.275,8,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,0,0,0,265.659732396587,0,0,0,1,0,0,0,0,0,0,3.275,8,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,1,95.3284808994841,0,0,0,1,0,0,0,0,0,0,3.275,8,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1,0,188.007263743597,0,0,0,1,0,0,0,0,0,0,3.275,8,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,57.7729401837321,0,0,0,0,0,0,0,0,1,0,5.375,10,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,0,182.217584291959,0,0,0,0,0,0,0,0,1,0,5.375,10,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,264.858352033057,0,0,0,0,0,0,0,0,1,0,5.375,10,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,0,0,93.0736046522105,0,0,0,0,0,0,0,0,1,0,5.375,10,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,1,111.068512845509,0,0,0,0,0,0,0,0,1,0,5.375,10,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,0,0,107.962731413831,0,0,0,0,0,0,0,0,1,0,5.375,10,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,371.973598822071,0,0,0,0,1,0,0,0,0,0,4.9125,6,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,0,0,174.47896691478,0,0,0,0,1,0,0,0,0,0,4.9125,6,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,208.761601079823,0,0,0,0,1,0,0,0,0,0,4.9125,6,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,1,60.8486978870594,0,0,0,0,1,0,0,0,0,0,4.9125,6,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,0,91.899653481564,0,0,0,0,1,0,0,0,0,0,4.9125,6,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,96.5196766761341,0,0,0,0,1,0,0,0,0,0,4.9125,6,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,369.426275393692,0,1,0,0,0,0,0,0,0,0,4.6,16,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,1,90.7061638144903,0,1,0,0,0,0,0,0,0,0,4.6,16,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,76.4120061231823,0,1,0,0,0,0,0,0,0,0,4.6,16,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,563.703199691435,0,1,0,0,0,0,0,0,0,0,4.6,16,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,175.128357778932,0,1,0,0,0,0,0,0,0,0,4.6,16,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,256.642590494745,0,1,0,0,0,0,0,0,0,0,4.6,16,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,73.4033326848311,0,1,0,0,0,0,0,0,0,0,3.7,10,25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,1,0,0,92.5228806731995,0,1,0,0,0,0,0,0,0,0,3.7,10,25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,0,0,0,129.81992805086,0,1,0,0,0,0,0,0,0,0,3.7,10,25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,1,0,243.044424030491,0,1,0,0,0,0,0,0,0,0,3.7,10,25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,243.739175008053,0,1,0,0,0,0,0,0,0,0,3.7,10,25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,1,91.4526701439361,0,1,0,0,0,0,0,0,0,0,3.7,10,25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,1,87.9569789296446,0,0,0,1,0,0,0,0,0,0,2.3125,6,26,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,1,0,246.470658207108,0,0,0,1,0,0,0,0,0,0,2.3125,6,26,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,1,0,0,0,102.058774564762,0,0,0,1,0,0,0,0,0,0,2.3125,6,26,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,1,0,0,57.5784741040714,0,0,0,1,0,0,0,0,0,0,2.3125,6,26,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,123.431703158233,0,0,0,1,0,0,0,0,0,0,2.3125,6,26,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,0,0,270.066780638125,0,0,0,1,0,0,0,0,0,0,2.3125,6,26,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,0,0,249.98388856265,0,0,0,0,0,0,0,0,0,1,7.3125,12,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,0,93.5321454303922,0,0,0,0,0,0,0,0,0,1,7.3125,12,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,1,0,0,78.1936852275363,0,0,0,0,0,0,0,0,0,1,7.3125,12,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,1,0,199.971144378813,0,0,0,0,0,0,0,0,0,1,7.3125,12,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,1,60.3973679194948,0,0,0,0,0,0,0,0,0,1,7.3125,12,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,0,0,73.1540919998792,0,0,0,0,0,0,0,0,0,1,7.3125,12,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,0,128.842426194061,0,0,0,1,0,0,0,0,0,0,8.025,18,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,0,0,0,245.157903548545,0,0,0,1,0,0,0,0,0,0,8.025,18,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,1,90.6225992800748,0,0,0,1,0,0,0,0,0,0,8.025,18,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1,0,218.574938092632,0,0,0,1,0,0,0,0,0,0,8.025,18,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1,0,0,0,111.25498488686,0,0,0,1,0,0,0,0,0,0,8.025,18,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
